,year,geoid,state,hispanic_pct,poverty,poverty_mcare,population,median_house_value,blk_pct,white_pct,native_pct,asian_pct,no_grad,no_grad_mcare,median_household_income,owner_occupied,median_age,age_pct_0_14,age_pct_15_44,age_pct_45_65,age_pct_65_plus
34,2000,16,16,0.0785886349813324,0.11774177587960782,0.08272660049486646,1293953.0,106300.0,0.004216536458433962,0.9098506669098492,0.01363650766295221,0.009188123525352157,0.18882355355565109,0.2754873411216554,37572.0,0.7238658987107283,33.2,0.2341715657369317,0.43838763850000734,0.2146731759190635,0.11276761984399743
26,2000,17,17,0.12321651482093224,0.10680904146433673,0.08326002634815428,12419293.0,130800.0,0.15112575248848706,0.7347818430566055,0.0024965994441068424,0.034108463340062914,0.2123685630078396,0.3430676169451655,46590.0,0.6726987513989676,34.7,0.21832998061966974,0.44611146544332275,0.21477671877135035,0.12078183516565717
41,2000,18,18,0.03528271182315226,0.09491957901665933,0.07674495206886363,6080485.0,94300.0,0.08388047992882147,0.8749338251800638,0.002600943839183881,0.009723895380056032,0.21536515798928896,0.3447990064883747,41567.0,0.7144449400035783,35.2,0.2154275522429543,0.4392809126245686,0.2214805233464107,0.1238110117860664
18,2000,19,19,0.02818314034946233,0.09134853519376442,0.07707607292974777,2926324.0,82500.0,0.02113675724219191,0.9392808178451874,0.003071771956898826,0.012519119550671764,0.1809780354513922,0.2942799460099868,39469.0,0.7234284888921373,36.6,0.20556951315028685,0.42317323713983823,0.22219207442511493,0.14906517528476
13,2000,20,20,0.07002333714474461,0.0989583673168603,0.08117074586963688,2688418.0,83500.0,0.057356408118082826,0.8607084166227127,0.009275343343185471,0.017410239032769458,0.18019591361107992,0.2626791984952809,40624.0,0.6924648156694682,35.2,0.21882757815190942,0.43501010631531256,0.21365725121614274,0.13250506431663528
35,2000,21,21,0.014829892554473053,0.15815853489912396,0.14159776723884668,4041769.0,86700.0,0.07323377461700557,0.9008157071816821,0.0021317398396593175,0.007359153875444144,0.2567826405348158,0.49605494095316754,33672.0,0.7075089570470381,35.9,0.20402947323313134,0.4410962130690794,0.2299802388508596,0.12489407484692965
8,2000,22,22,0.02410798357386569,0.19637622072802297,0.16686547896742882,4468976.0,85000.0,0.3248941144459044,0.6391086011650096,0.005700858541196015,0.012252918789449754,0.26097615676000446,0.44311779454426486,32566.0,0.6794076035006126,34.0,0.22423123328476144,0.4440936805209963,0.21600451647088728,0.11567056972335497
36,2000,23,23,0.007341619846845652,0.10919636100775812,0.1021668819072218,1274923.0,98700.0,0.005302281000499638,0.9694812941644319,0.00556739505052462,0.007146313934253285,0.18210884598206264,0.3075603620086908,37240.0,0.7157564646854496,38.6,0.1929528293081229,0.4155058776098635,0.2476878995829552,0.14385339349905837
0,2000,24,24,0.043031549597223516,0.08494269201158088,0.08526345734645545,5296486.0,146000.0,0.2789417360869074,0.6402939609393851,0.0029119306649729652,0.03982432880970515,0.1822000488452263,0.34313148407034066,52868.0,0.6773581562342398,36.0,0.21464155668494167,0.44084417479815863,0.2313624542762881,0.1131518142406116
6,2000,25,25,0.06752598046619858,0.09341471552074108,0.08851854880880687,6349097.0,185700.0,0.05409493665004646,0.8453621042488404,0.002364903229545871,0.0375051759328925,0.18417392486910508,0.29664809603525355,50502.0,0.6171486098265659,36.5,0.1983551361713327,0.4425509643339832,0.22361605122744227,0.1354778482672418
19,2000,26,26,0.03258830054282139,0.1053133500099272,0.08207466612016258,9938444.0,115600.0,0.1421492136998508,0.8015392550383138,0.005884120290862433,0.01776032545939787,0.20014296509498086,0.35127932993884675,44667.0,0.737816724741069,35.5,0.21776024496389979,0.43510332200895835,0.22447960666679814,0.12265682636034374
2,2000,27,27,0.029145769297927688,0.07936265577337685,0.08193807318754534,4919479.0,122400.0,0.03490837139461313,0.8944609784897953,0.011173337664415276,0.02885834048686863,0.1535948845838357,0.3138579240497797,47111.0,0.7455252339289135,35.4,0.21556815264380638,0.4460157264620908,0.2176175566558979,0.1207985642382049
15,2000,28,28,0.01390993223086923,0.19925240222679727,0.18796443227614404,2844658.0,71400.0,0.36342119158085084,0.6138168454696488,0.004096098722588093,0.0065477115350949045,0.2780426942780934,0.4645761687889209,31330.0,0.7233776807710759,33.8,0.2249922486288334,0.44058196099495966,0.2136650521785044,0.1207607381977025
20,2000,29,29,0.021195268596662396,0.11740412306128162,0.09906426188859699,5595211.0,89900.0,0.11248744685410433,0.8485976668261483,0.004481689787927569,0.011008521394456796,0.2116351479416825,0.3734031887286089,37934.0,0.7027035524566275,36.1,0.21105120075007003,0.4305639233265734,0.22338031577361425,0.13500456014974235
17,2000,30,30,0.020041121930403073,0.14605895157995832,0.09067060747295796,902195.0,99500.0,0.002983833871834803,0.9058230205221709,0.06214621007653556,0.005199541119159383,0.16691979632607465,0.2787870769281656,33024.0,0.6906768674006809,37.5,0.20630794894673546,0.4155520702287199,0.24407916248704548,0.1340608183374991
9,2000,31,31,0.05517854356694441,0.09711916758956644,0.08019873232029671,1711263.0,88000.0,0.04005287322872054,0.8959820904209347,0.008704681863629379,0.012815680582119756,0.17453204063256947,0.28092735809673824,39250.0,0.674463811799743,35.3,0.215879733273027,0.4338006489943393,0.21463328547394528,0.13568633225868845
49,2000,32,32,0.1971568221705216,0.1047837232570603,0.07139887417373228,1998257.0,142000.0,0.06779758559584678,0.7515980176724015,0.013221522556908345,0.045172367718466645,0.2318541967019723,0.2638571696636567,44581.0,0.6087171260641803,35.0,0.21735542525310808,0.44325980091649875,0.2298247923064951,0.10955998152389808
37,2000,33,33,0.016579731442175262,0.06547866211075924,0.07184457642474007,1235786.0,133300.0,0.0073111363941653325,0.9604017200389064,0.0023984735221146704,0.012891390580569775,0.15983967806146393,0.2779132525888448,49467.0,0.6967884940350523,37.1,0.2083507986010523,0.4342936398373181,0.23761800182232198,0.11973755973930761
48,2000,34,34,0.1327721095509457,0.08498761264380046,0.0783246333114658,8414350.0,170800.0,0.1356992518732879,0.7255111803050741,0.0023165188041857064,0.05707820568433688,0.2096031881881155,0.3512926367993819,55146.0,0.6563477988478273,36.7,0.20903468479442858,0.4313394379839203,0.2273356824947857,0.1322901947268654
11,2000,35,35,0.4207623116732617,0.18438909651680271,0.12812331279092956,1819046.0,108100.0,0.018879676489764415,0.6675218768519323,0.09537032048667268,0.010585218845482742,0.23069163188402703,0.3518189091251353,34133.0,0.6998013189354707,34.6,0.2303998909318401,0.4305234721936663,0.22240833931632295,0.1166682975581706
1,2000,36,36,0.1511126655518467,0.1459196063891732,0.1132763871682146,18976457.0,148700.0,0.15884867233119437,0.6794571294314845,0.004345437085542365,0.05506697061522074,0.2325462272901371,0.35684827622509024,43393.0,0.5298625734391783,35.9,0.20676710093986458,0.44072900436577805,0.22348339313286986,0.12902050156148748
4,2000,37,37,0.047080166965801924,0.12282212867928163,0.13228470514907026,8049313.0,108300.0,0.21586252143505913,0.7211368224841052,0.01236763932524428,0.01412406251316106,0.23245350358311667,0.41552161118225817,39184.0,0.6935970572280511,35.3,0.20541243706139892,0.4494761229933536,0.22472253222107277,0.12038890772417472
3,2000,38,38,0.012123948925568359,0.11863268071389235,0.11133114318746351,642200.0,74400.0,0.006097788850825288,0.9236701962005606,0.04878386795390844,0.005615073185923389,0.16514613516281912,0.4215249955072571,34604.0,0.6661390928322548,36.2,0.20218934911242603,0.4344627841793834,0.2162317035191529,0.1471161631890377
7,2000,39,39,0.01912448890791446,0.1059744163725367,0.08139009117023484,11353140.0,103700.0,0.11462088902277255,0.8495846083110047,0.0021567601562210983,0.01168249488687711,0.20976939180082568,0.3388725511323889,40956.0,0.6911108596862683,36.2,0.2113148432944542,0.4290448281268442,0.2268350429925113,0.13280528558619026
21,2000,40,40,0.051962323663861984,0.1472428110342711,0.11113542505691791,3450654.0,70700.0,0.07562856200592699,0.7617205318180263,0.07918209127892857,0.013553082980791468,0.22214154874843287,0.3547333772218565,33400.0,0.6840972872539751,35.5,0.2123965485962951,0.4322968921253768,0.22317218706946568,0.13213437220886243
22,2000,41,41,0.08046825289888727,0.11612266094566753,0.075851499200631,3421399.0,152100.0,0.016268783617461747,0.8656175441683358,0.013214185191496227,0.02962238546278876,0.18887180269206547,0.2531634873837314,40916.0,0.6425254719308282,36.3,0.20447103655551427,0.4302631759698299,0.2371962463308138,0.12806954114384203
5,2000,42,42,0.03208910245000144,0.1097746202635533,0.09069429398890191,12281054.0,97000.0,0.0997155455875367,0.8536891866121589,0.0014940085761368691,0.017898545190013822,0.21740820882911954,0.36792835542325847,40106.0,0.7130698892171514,38.0,0.19701875751055242,0.4157325584595589,0.23097830202521705,0.15627038200467158
23,2000,44,44,0.08663393489958686,0.11935445544554456,0.10554800961237071,1048319.0,133000.0,0.04474592180433627,0.8501143258874445,0.004884963451010618,0.02257423551418986,0.23258825439242767,0.4268362155331033,42090.0,0.6002487610914148,36.7,0.19762209785380214,0.4367888018818699,0.22021159589781356,0.1453775043665144
38,2000,45,45,0.02369783540029292,0.14108230335364322,0.13886104235940125,4012012.0,94900.0,0.2954168631599307,0.671872367281055,0.0034192320461653653,0.008976543440049532,0.24537291881665807,0.4233181364426926,37082.0,0.7221137083451228,35.4,0.20947120796248864,0.43944185610611336,0.23011695877280527,0.12096997715859274
14,2000,46,46,0.01444404406738346,0.1318348970684263,0.11143172704749206,754844.0,79600.0,0.006206580432513208,0.8868110497003354,0.082511088383825,0.00579987388122579,0.1831836672595351,0.3416330607865626,35282.0,0.681975572361281,35.6,0.21861205759070748,0.42613308180233267,0.21200539449210698,0.14324946611485287
27,2000,47,47,0.02176689048514549,0.13480198906261057,0.1346937675785957,5689283.0,93000.0,0.16395897338908963,0.8020887693581071,0.00266325299690664,0.009959427224836592,0.24395678798484732,0.46561161233226955,36360.0,0.6992518714410152,35.9,0.2049200224351645,0.4394151248935938,0.2320445300400771,0.1236203226311646
10,2000,48,48,0.3198601369089125,0.1536729382421515,0.12774021091690266,20851820.0,82500.0,0.11531684044845965,0.7097464393995344,0.005676339043786106,0.02696738222370997,0.2603563652824263,0.383347352098002,39927.0,0.6379998847613682,32.3,0.23547124423671412,0.46326685152662933,0.20186856590935467,0.09939333832730189
42,2000,49,49,0.09025693980168989,0.09399763283848907,0.058184132787126044,2233169.0,146100.0,0.007906701194580437,0.8924425334580589,0.013292321360362784,0.01661674508288446,0.16130044884451883,0.2041977420997108,45726.0,0.7151869222180552,27.1,0.26630272943964384,0.478257579251727,0.17025939371359713,0.085180297595032
16,2000,50,50,0.009040334939153486,0.09438945129095506,0.08475223229500375,608827.0,111500.0,0.005030985813704057,0.9677757392494091,0.003974856568450479,0.008568936660167831,0.16094812335229639,0.3046768872501455,40856.0,0.7055694540256157,37.7,0.19790022453012104,0.4271788209130016,0.24761056917646557,0.12731038538041184
28,2000,51,51,0.046554962446219296,0.09593882389794126,0.09490300116066987,7078515.0,125400.0,0.1964102640172409,0.7233310941631119,0.002991022834591719,0.03687567236913392,0.19761782966673536,0.3730221473954769,46677.0,0.6809267134785358,35.7,0.20527200973650547,0.45239630063650355,0.23039677107415893,0.11193491855283205
29,2000,53,53,0.07490667395528527,0.10621832612601018,0.07498968182500375,5894121.0,168300.0,0.032280809979978356,0.8180732971040127,0.0158295019732374,0.05468754374061883,0.1673161371344063,0.23308042442785903,45776.0,0.6458617115978794,35.3,0.21293268326184683,0.44694874774372634,0.22777815385873484,0.11234041513569198
39,2000,54,54,0.0067901903620107675,0.17903514212530883,0.11873539560278297,1808344.0,72800.0,0.0316488455736298,0.9504701539087695,0.0019940896201165264,0.005216927752684224,0.2562355632748909,0.45174947439908103,29696.0,0.7518170869309595,38.9,0.18201017063125158,0.4131017107364528,0.25176736284689194,0.15312075578540366
30,2000,55,55,0.03596806294191949,0.0866409049192734,0.07429697365621978,5363675.0,112200.0,0.05676331992523782,0.8892889669862548,0.008805156912005296,0.016548914690021302,0.182777822124476,0.33342204284242344,43791.0,0.6842556453593688,36.0,0.20972523503008664,0.43741967960400285,0.2218715712641053,0.1309835141018052
31,2000,56,56,0.06413559019972377,0.11424132141777114,0.08883397400695589,493782.0,96600.0,0.007537739326261387,0.9207909563329566,0.022546386867078994,0.00561178819803071,0.16055621641576767,0.25630361772843546,37892.0,0.6999400851204496,36.2,0.2094912329732554,0.4333430542223086,0.2403267028769781,0.11683900992745787
43,2000,72,72,0.9879578113800048,0.4824382417869256,0.4398180327790268,3808610.0,75100.0,0.07953899191568578,0.8047193070437771,0.0035015399318911625,0.0020900013390712097,0.3406750128163732,0.7003713810378874,14412.0,0.7292085703526054,32.1,0.23797868513709727,0.4370681167144969,0.21332795954429568,0.11162523860411017
84,2001,01,,0.017137246285103533,0.1610937531882603,0.15508898566045445,4448543.875968993,85307.75193798449,0.2599383010029496,0.7111427144234994,0.005043066392564575,0.007072054935189644,0.25858174447080073,0.4530749000081537,34189.891472868214,0.7244778127970948,35.81085271317829,0.20941017937407422,0.4315493409460712,0.22862694012090645,0.1304135395589481
103,2001,02,,0.04136612754358546,0.09399018395667375,0.06776786930352711,627367.7364341086,144797.67441860464,0.0347678955684213,0.6930455400606953,0.1562163673974961,0.040112939661551446,0.1358980205980579,0.32501166886667404,51672.27131782946,0.6251372109026745,32.402325581395345,0.2518091165213862,0.46802093081503654,0.2231284383399663,0.05704151432361103
102,2001,04,,0.2528747295266926,0.1392060722114646,0.08373184080951807,5139889.620155038,122052.71317829458,0.031004100997203157,0.7551582446064296,0.049834595745695945,0.018026041913231997,0.2280952703768462,0.24874355156281316,40633.48837209302,0.6803637438587831,34.204651162790704,0.2242179319487499,0.43683624024337575,0.20879040858444725,0.1301554192234271
97,2001,05,,0.03266044048319695,0.15851597666372547,0.13835206931162475,2674677.07751938,72989.14728682171,0.1566957739157155,0.7998407772478564,0.006662075353499482,0.007589770732446127,0.2544660389063944,0.44931519466368536,32231.302325581397,0.6937647398457262,36.00697674418604,0.2100815030324008,0.42302466310343134,0.2269867245272547,0.13990710933691314
99,2001,06,,0.32405551418242795,0.14210064363918573,0.08084277607825144,33890538.53488372,213575.19379844962,0.06679921365471633,0.5956209907713066,0.009825583519956136,0.10927131252695653,0.2511470128634138,0.2990642493474342,47592.992248062015,0.5691843273036664,33.310077519379846,0.22968593740839216,0.4588217865662566,0.20531193861250824,0.10618033741284305
98,2001,08,,0.1712237271567977,0.09276517039585601,0.07448947567654908,4305462.162790698,167123.2558139535,0.03837667062156781,0.8277403620694661,0.010279510507602323,0.022165079264035305,0.16480832494443035,0.24559493265313215,47272.91472868217,0.6731547738058141,34.30930232558139,0.2132378872031124,0.46804302606444254,0.22193968630179972,0.09677940043064537
96,2001,09,,0.09423125731012207,0.0786986085622349,0.07004163275128186,3406254.3178294576,167899.22480620156,0.09100855970327931,0.8162807815818729,0.0028265480897161476,0.024243467051512285,0.19109350971514372,0.32119094057857844,54041.86821705427,0.6683695934930723,37.412403100775194,0.20808821445937,0.4217600111294608,0.23210563683586713,0.13804613757530204
64,2001,10,,0.047721447956013976,0.09218517444687302,0.07858555277332344,784221.9534883721,131210.8527131783,0.1923696955879325,0.7460999303246095,0.0034814039427011646,0.020813362090252228,0.2046384263266431,0.3281104791267888,47460.35658914729,0.7232663501578123,36.013953488372096,0.20743769497638126,0.43842002246429485,0.22426330614543832,0.12987897641388557
85,2001,11,,0.07862812981071651,0.20200790013724756,0.16364175677105677,572185.9302325582,159396.12403100776,0.5997583470446715,0.3082302563037329,0.0029919561069564663,0.026575370919843827,0.22795056282075757,0.37743002888391636,40254.06976744186,0.40790188555905116,34.606201550387595,0.17112516353615378,0.4878646673378382,0.21885442603715866,0.12215574308884937
76,2001,12,,0.16814705162542481,0.12517693031358287,0.09075360325525476,15999742.666666666,106320.1550387597,0.14618822615907037,0.7798155692993477,0.003347424082629651,0.016707915314365624,0.24105311585425965,0.28793418619891886,38885.90697674418,0.7007998309348271,38.7077519379845,0.18981983838114785,0.40731696299271364,0.2272502681993038,0.17561293042683465
77,2001,13,,0.05335217295355368,0.1300354283266511,0.1353802647370444,8196617.449612403,111579.06976744186,0.2870792907781505,0.6505139767880268,0.0026542024472115755,0.021208679007904453,0.23118019626703437,0.42444005446218547,42487.51937984496,0.674953415398383,33.40852713178295,0.22212409178535322,0.4689832538874568,0.21293937122601156,0.0959532831011784
92,2001,15,,0.07249543808237793,0.10691959022551215,0.073976497816673,1212069.5891472867,274628.68217054266,0.018208120173875002,0.2429564227766092,0.0029180570254850676,0.4156538069492054,0.1648003828777987,0.35309873285443943,49935.04651162791,0.5652643885680151,36.21007751937985,0.20313004450673752,0.4346359551369913,0.22960842024567732,0.13262558011059383
86,2001,16,,0.07875836282984036,0.11787208423928491,0.08273669104002755,1295492.6899224806,106768.21705426357,0.004230749007946627,0.9099360844687611,0.013626112611406027,0.009203834675176195,0.18899043212236677,0.2748505496510772,37638.751937984496,0.7237777310122513,33.2062015503876,0.234116138032913,0.4381946854363954,0.21488502388668793,0.1128041526440037
78,2001,17,,0.12339677060749497,0.10694555202774926,0.08330815333935418,12422128.27131783,131339.53488372092,0.15109156631807663,0.734658537963049,0.002491317635574866,0.03417070287360706,0.21253408267548496,0.3423760173717947,46656.91472868217,0.6728583437645145,34.7093023255814,0.2182410878720982,0.44593093819809454,0.21504198841792543,0.12078598551188183
93,2001,18,,0.03540192846586104,0.09520637197650915,0.07677536377891926,6082515.883720931,94500.77519379844,0.08390124392631781,0.874795606364588,0.0025984940000982597,0.009752980102966333,0.2155154555474317,0.344077706542613,41612.72093023256,0.7144486953542212,35.2093023255814,0.2153627698369365,0.43907386786550195,0.22173507739093404,0.12382828490662746
70,2001,19,,0.028282414971160307,0.0915216814279596,0.07709584729246587,2926731.410852713,82758.13953488372,0.02116054001291428,0.9391814702659746,0.0030724317958420746,0.012544619601137886,0.1810197012280767,0.2935575888736609,39535.53488372093,0.7234716908221741,36.61007751937984,0.20549365635011096,0.4229837915757515,0.22247119830304635,0.1490513537710912
65,2001,20,,0.07016315023649035,0.09913816972841975,0.08116529734690199,2689111.1550387596,83771.31782945736,0.05735025297619588,0.8606846990708594,0.009266850383138446,0.01744337015117002,0.18031524721244077,0.26205065844769965,40684.232558139534,0.6924842320231688,35.20542635658915,0.2187479502883673,0.43482162285292847,0.21394649105194538,0.13248393580675888
87,2001,21,,0.0148991482387263,0.15828489746935476,0.14152293981534478,4043398.697674419,86904.6511627907,0.07324760119807366,0.9007304406278005,0.0021301516079503336,0.007380311046755431,0.25696124997373687,0.4951720194089985,33730.333333333336,0.7074677235433148,35.91085271317829,0.20397170503250842,0.4408801212382042,0.23022319433082736,0.12492497939846008
60,2001,22,,0.02417777844111084,0.19628217109877255,0.16663058799091568,4468530.80620155,85281.3953488372,0.3248455345051154,0.6391129924026878,0.005700435761085185,0.012269172271896377,0.2611208273348595,0.44227556357633907,32640.42635658915,0.6794256810592321,34.01162790697674,0.22410778449784816,0.44389965530574743,0.21627977397879758,0.11571278621760676
88,2001,23,,0.007382721750963542,0.10932874746794008,0.10213494720042529,1275244.3720930233,99268.99224806202,0.005352207580549638,0.9693515645005216,0.005563315224981152,0.007163843422058328,0.18223960460044963,0.306977001027441,37312.1007751938,0.7158543448282965,38.621705426356584,0.19278053247573262,0.41526391955995623,0.24805563700819497,0.1438999109561162
52,2001,24,,0.04320854960071448,0.08491855857278485,0.08522885306946658,5299128.883720931,147398.4496124031,0.279015122858516,0.6400518237255884,0.002910525642256451,0.039897518635769166,0.1825268688878104,0.34236333065628666,52996.73643410853,0.6774995457496873,36.01007751937985,0.21452002491469224,0.4406734717033655,0.23161990642784455,0.11318659695409773
58,2001,25,,0.06764917408323086,0.0934723501836152,0.08855932764892174,6350353.426356589,187032.55813953487,0.0541508957083226,0.8452265859813791,0.0023618228953533665,0.037586067497469434,0.18438379079102857,0.2960602513691947,50610.48062015504,0.6174004575998805,36.51550387596899,0.19822975699130865,0.4423637248898655,0.2239434448224067,0.13546307329641918
71,2001,26,,0.0326493018900447,0.10561812423454005,0.08209749579058828,9939225.11627907,115847.28682170542,0.1421325731121977,0.8015026077934403,0.005878868087193285,0.017804448893234924,0.20028508737801926,0.3504578604957021,44698.26356589147,0.7378806382098594,35.51705426356589,0.21760768931083027,0.434883906517142,0.22480473001381007,0.1227036741582177
54,2001,27,,0.02923196605913174,0.0795234589802754,0.08194882486038177,4921565.062015504,123055.81395348837,0.034973105210434674,0.8943268239658101,0.011168067045149999,0.028913257090649815,0.15382679107966724,0.31298706021842526,47187.71317829457,0.74554869010778,35.412403100775194,0.21545108008139152,0.44577663893653774,0.21794937757032634,0.1208229034117444
67,2001,28,,0.013965129984121022,0.19936788251303234,0.18775489006173293,2845259.410852713,71555.03875968992,0.36347314561206545,0.6137082579124525,0.0040983779990274695,0.006562357344245037,0.2781684642090164,0.46376562240517094,31372.372093023256,0.7232350226597167,33.80930232558139,0.22492432168696233,0.44038202880505756,0.21390165902783728,0.1207919904801428
72,2001,29,,0.02127363115215321,0.11755452333567257,0.09903301184964414,5597607.674418605,90245.73643410853,0.11248017875801117,0.8485256682844867,0.004477964255734643,0.011035063873175321,0.21179118252070062,0.3725840984485666,37996.56589147287,0.7027075385464369,36.109302325581396,0.21095991536159903,0.4303803113348255,0.22365579148512746,0.13500398181844805
69,2001,30,,0.020103449381055235,0.14606604954524793,0.0906797412369825,902614.0852713179,99985.27131782945,0.0030035302405830417,0.9057415772990489,0.06214275062243193,0.0052105733323299964,0.1670283558382803,0.2780987659011378,33102.023255813954,0.6906671425185082,37.51162790697674,0.2061539941911814,0.41536660408051285,0.24436527959869464,0.1341141221296111
61,2001,31,,0.05535150108016291,0.09727755417450915,0.08027544474807204,1711734.7906976745,88245.73643410853,0.04006086671139976,0.8959106421247942,0.008702670631757026,0.012840457160671304,0.17464335202103776,0.2801669257513806,39317.79069767442,0.6744963886425571,35.30465116279069,0.21582285038088925,0.4336084015180596,0.21490142253491237,0.13566732556613878
101,2001,32,,0.1975821479906468,0.10483187789550749,0.07144932215411669,2002501.2325581396,143033.33333333334,0.06785086279596796,0.751585711393199,0.013211906753084706,0.045301117463943365,0.23204422019308155,0.2633577636940299,44666.3023255814,0.60870564551763,35.00232558139535,0.2173553844512847,0.44311130855450953,0.2299503133695364,0.10958299362466942
89,2001,33,,0.01665026460961024,0.06557113641987426,0.07187011423780362,1236403.3100775194,134227.90697674418,0.007338302509176038,0.9603046267375134,0.0023987976582783726,0.012938673654207198,0.16010463638087494,0.2772740008918408,49572.16279069767,0.6970467698414966,37.119379844961244,0.20815809554241477,0.4340507773474975,0.237986067795305,0.11980505931478276
100,2001,34,,0.1329757409513645,0.0850114009129779,0.07836068821784321,8416180.992248062,172241.86046511628,0.13570086229965506,0.7253295578195169,0.002315867183408599,0.057211439383684545,0.20975525307543727,0.35055507602312536,55253.248062015504,0.6564645966170056,36.7124031007752,0.2089450766572232,0.4311492600312268,0.22761880097151171,0.1322868623400383
63,2001,35,,0.42097038995079045,0.18435961285302668,0.12814338322570787,1820176.3410852712,108428.68217054264,0.018904279614938537,0.6677964647924689,0.0953533899634595,0.010608794018242017,0.23095015735233015,0.3512426232876728,34199.73643410853,0.6997716042546555,34.60697674418605,0.2302582293419841,0.4303643179087941,0.2226337010554552,0.11674375169376656
53,2001,36,,0.15120731293517947,0.14586178778702885,0.11331627992852027,18979925.519379847,149877.51937984495,0.1588244389779808,0.6793907600439182,0.004337672607252757,0.05516681242732111,0.2326658825675034,0.3562031681345631,43484.782945736435,0.5300753368941149,35.91395348837209,0.20663381723225935,0.44055979125487094,0.22376408982548016,0.12904230168738956
56,2001,37,,0.047257857786620235,0.12303769781194775,0.1321233369101238,8057036.968992248,108574.41860465116,0.21582584576604075,0.7210101865475748,0.012359165547505203,0.01416310446655853,0.23267874007437267,0.41465080819422073,39229.62015503876,0.6934958083534982,35.310077519379846,0.20539455945279306,0.44924579533278264,0.22494325650054156,0.12041638871388276
